payment_id,customer_id,customer_name,store_id,payment_amount,payment_date,rental_date,return_date,film_id,film_title,rental_duration,rental_rate,category_name
11280,417,"TRAVIS ESTEP",1,2.99,"2005-07-30 06:57:28","2005-07-30 06:57:28","2005-08-04 09:02:28",574,"MIDNIGHT WESTWARD",3,0.99,Action
11863,439,"ALEXANDER FENNELL",2,1.99,"2005-08-23 14:59:58","2005-08-23 14:59:58","2005-08-27 13:13:58",574,"MIDNIGHT WESTWARD",3,0.99,Action
11170,413,"MARVIN YEE",2,4.99,"2005-05-25 05:09:04","2005-05-25 05:09:04","2005-05-27 23:12:04",579,"MINDS TRUMAN",3,4.99,Action
5499,203,"TARA RYAN",1,7.99,"2005-06-20 05:18:16","2005-06-20 05:18:16","2005-06-26 06:56:16",579,"MINDS TRUMAN",3,4.99,Action
2697,100,"ROBIN HAYES",1,6.99,"2005-07-09 00:26:59","2005-07-09 00:26:59","2005-07-14 19:42:59",579,"MINDS TRUMAN",3,4.99,Action
4877,179,"DANA HART",1,8.99,"2005-07-29 18:23:57","2005-07-29 18:23:57","2005-08-05 19:38:57",579,"MINDS TRUMAN",3,4.99,Action
5097,187,"BRITTANY RILEY",2,8.99,"2005-08-20 17:28:57","2005-08-20 17:28:57","2005-08-27 22:07:57",579,"MINDS TRUMAN",3,4.99,Action
10063,372,"STEVE MACKENZIE",2,7.99,"2005-07-10 21:01:12","2005-07-10 21:01:12","2005-07-16 18:27:12",579,"MINDS TRUMAN",3,4.99,Action
941,34,"REBECCA SCOTT",2,4.99,"2005-08-01 14:58:14","2005-08-01 14:58:14","2005-08-02 13:38:14",579,"MINDS TRUMAN",3,4.99,Action
25,1,"MARY SMITH",1,4.99,"2005-08-17 12:37:54","2005-08-17 12:37:54","2005-08-19 10:11:54",579,"MINDS TRUMAN",3,4.99,Action
12072,447,"CLIFFORD BOWENS",1,6.99,"2005-07-30 15:56:39","2005-07-30 15:56:39","2005-08-04 13:25:39",579,"MINDS TRUMAN",3,4.99,Action
10525,388,"CRAIG MORRELL",2,10.99,"2005-08-21 06:26:48","2005-08-21 06:26:48","2005-08-30 10:34:48",579,"MINDS TRUMAN",3,4.99,Action
13944,518,"GABRIEL HARDER",1,4.99,"2005-07-08 09:55:06","2005-07-08 09:55:06","2005-07-11 08:26:06",579,"MINDS TRUMAN",3,4.99,Action
10075,372,"STEVE MACKENZIE",2,10.99,"2005-08-02 09:19:22","2005-08-02 09:19:22","2005-08-11 03:56:22",579,"MINDS TRUMAN",3,4.99,Action
1198,43,"CHRISTINE ROBERTS",2,4.99,"2005-08-22 14:27:46","2005-08-22 14:27:46","2005-08-23 17:46:46",579,"MINDS TRUMAN",3,4.99,Action
13222,490,"SAM MCDUFFIE",1,8.99,"2005-07-12 22:40:48","2005-07-12 22:40:48","2005-07-19 23:07:48",579,"MINDS TRUMAN",3,4.99,Action
8972,332,"STEPHEN QUALLS",1,8.99,"2005-07-28 12:33:10","2005-07-28 12:33:10","2005-08-04 07:40:10",579,"MINDS TRUMAN",3,4.99,Action
2659,98,"LILLIAN GRIFFIN",1,5.99,"2005-08-17 04:33:17","2005-08-17 04:33:17","2005-08-21 07:50:17",579,"MINDS TRUMAN",3,4.99,Action
5375,198,"ELSIE KELLEY",2,4.99,"2005-07-31 21:08:56","2005-07-31 21:08:56","2005-08-01 23:35:56",579,"MINDS TRUMAN",3,4.99,Action
777,28,"CYNTHIA YOUNG",1,4.99,"2005-08-20 12:11:03","2005-08-20 12:11:03","2005-08-21 15:53:03",579,"MINDS TRUMAN",3,4.99,Action
4041,148,"ELEANOR HUNT",1,10.99,"2005-08-02 17:42:49","2005-08-02 17:42:49","2005-08-11 18:14:49",579,"MINDS TRUMAN",3,4.99,Action
8719,322,"JASON MORRISSEY",1,9.99,"2005-08-20 07:49:06","2005-08-20 07:49:06","2005-08-28 10:11:06",579,"MINDS TRUMAN",3,4.99,Action
10811,400,"BRYAN HARDISON",2,3.99,"2005-06-17 05:36:07","2005-06-17 05:36:07","2005-06-24 01:44:07",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
7718,285,"MIRIAM MCKINNEY",1,0.99,"2005-07-12 10:39:39","2005-07-12 10:39:39","2005-07-14 11:50:39",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
15005,560,"JORDAN ARCHULETA",1,4.99,"2005-07-30 01:21:39","2005-07-30 01:21:39","2005-08-07 02:14:39",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
8578,316,"STEVEN CURLEY",1,0.99,"2005-08-18 01:57:11","2005-08-18 01:57:11","2005-08-22 22:53:11",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
11524,426,"BRADLEY MOTLEY",1,0.99,"2005-08-02 13:24:01","2005-08-02 13:24:01","2005-08-05 11:41:01",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
8266,304,"DAVID ROYAL",2,0.99,"2005-08-20 21:10:32","2005-08-20 21:10:32","2005-08-23 20:57:32",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
1651,60,"MILDRED BAILEY",1,4.99,"2005-06-18 15:42:30","2005-06-18 15:42:30","2005-06-26 16:12:30",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
12209,452,"TOM MILNER",1,0.99,"2005-07-08 12:34:34","2005-07-08 12:34:34","2005-07-09 10:28:34",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
5055,186,"HOLLY FOX",2,0.99,"2005-07-30 00:13:54","2005-07-30 00:13:54","2005-08-01 18:34:54",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
6036,223,"MELINDA FERNANDEZ",1,0.99,"2005-08-20 05:19:56","2005-08-20 05:19:56","2005-08-22 09:08:56",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
6155,228,"ALLISON STANLEY",2,4.99,"2005-08-01 14:00:42","2005-08-01 14:00:42","2005-08-09 11:42:42",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
15047,561,"IAN STILL",2,0.99,"2006-02-14 15:16:03","2006-02-14 15:16:03",NULL,586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
6678,247,"STELLA MORENO",1,3.99,"2005-05-27 19:03:08","2005-05-27 19:03:08","2005-06-03 20:28:08",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
7252,268,"NINA SOTO",1,1.99,"2005-06-21 12:14:23","2005-06-21 12:14:23","2005-06-26 10:01:23",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
10654,393,"PHILIP CAUSEY",1,0.99,"2005-07-12 03:44:43","2005-07-12 03:44:43","2005-07-13 05:54:43",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
2590,95,"PAULA BRYANT",2,0.99,"2005-08-01 09:02:17","2005-08-01 09:02:17","2005-08-04 10:00:17",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
12835,474,"DUSTIN GILLETTE",2,0.99,"2005-08-21 22:15:36","2005-08-21 22:15:36","2005-08-25 17:14:36",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
4662,172,"BERNICE WILLIS",1,5.99,"2005-07-08 17:25:23","2005-07-08 17:25:23","2005-07-17 20:32:23",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
9601,355,"TERRY GRISSOM",2,0.99,"2005-08-01 10:56:48","2005-08-01 10:56:48","2005-08-03 15:46:48",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
10416,384,"ERNEST STEPP",2,5.99,"2005-08-22 06:38:10","2005-08-22 06:38:10","2005-08-31 05:35:10",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
5038,185,"ROBERTA HARPER",1,0.99,"2005-08-02 17:37:43","2005-08-02 17:37:43","2005-08-05 19:59:43",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
8550,315,"KENNETH GOODEN",2,2.99,"2005-08-21 00:46:01","2005-08-21 00:46:01","2005-08-27 23:44:01",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
15356,573,"BYRON BOX",1,5.99,"2005-07-31 16:42:16","2005-07-31 16:42:16","2005-08-09 18:08:16",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
6264,232,"CONSTANCE REID",2,0.99,"2005-08-17 13:53:47","2005-08-17 13:53:47","2005-08-21 16:07:47",586,"MOCKINGBIRD HOLLYWOOD",4,0.99,Action
5288,196,"ALMA AUSTIN",1,0.99,"2005-06-19 12:15:27","2005-06-19 12:15:27","2005-06-21 16:48:27",594,"MONTEZUMA COMMAND",6,0.99,Action
4117,151,"MEGAN PALMER",2,0.99,"2005-07-12 13:41:16","2005-07-12 13:41:16","2005-07-13 14:41:16",594,"MONTEZUMA COMMAND",6,0.99,Action
8619,318,"BRIAN WYMAN",1,0.99,"2005-07-28 01:37:26","2005-07-28 01:37:26","2005-07-28 21:18:26",594,"MONTEZUMA COMMAND",6,0.99,Action
10691,394,"CHRIS BROTHERS",2,0.99,"2005-08-19 09:24:49","2005-08-19 09:24:49","2005-08-24 11:06:49",594,"MONTEZUMA COMMAND",6,0.99,Action
13650,506,"LESLIE SEWARD",2,0.99,"2005-08-02 13:25:50","2005-08-02 13:25:50","2005-08-08 19:12:50",594,"MONTEZUMA COMMAND",6,0.99,Action
9485,350,"JUAN FRALEY",1,0.99,"2005-08-23 14:35:10","2005-08-23 14:35:10","2005-08-29 19:06:10",594,"MONTEZUMA COMMAND",6,0.99,Action
15379,574,"JULIAN VEST",2,2.99,"2005-07-10 06:38:00","2005-07-10 06:38:00","2005-07-18 08:56:00",594,"MONTEZUMA COMMAND",6,0.99,Action
1269,46,"CATHERINE CAMPBELL",2,0.99,"2005-07-27 14:11:45","2005-07-27 14:11:45","2005-07-28 11:00:45",594,"MONTEZUMA COMMAND",6,0.99,Action
1663,60,"MILDRED BAILEY",1,1.99,"2005-08-17 22:16:49","2005-08-17 22:16:49","2005-08-24 17:42:49",594,"MONTEZUMA COMMAND",6,0.99,Action
3893,144,"CLARA SHAW",1,7.99,"2005-07-12 08:33:49","2005-07-12 08:33:49","2005-07-18 07:28:49",659,"PARK CITIZEN",3,4.99,Action
5911,218,"VERA MCCOY",1,8.99,"2005-07-27 10:09:39","2005-07-27 10:09:39","2005-08-03 16:05:39",659,"PARK CITIZEN",3,4.99,Action
10362,382,"VICTOR BARKLEY",2,4.99,"2005-08-20 20:26:53","2005-08-20 20:26:53","2005-08-21 23:32:53",659,"PARK CITIZEN",3,4.99,Action
7792,288,"BOBBIE CRAIG",1,4.99,"2005-05-28 01:35:25","2005-05-28 01:35:25","2005-05-28 22:12:25",659,"PARK CITIZEN",3,4.99,Action
8909,330,"SCOTT SHELLEY",1,6.99,"2005-06-15 03:25:59","2005-06-15 03:25:59","2005-06-20 00:37:59",659,"PARK CITIZEN",3,4.99,Action
14485,538,"TED BREAUX",2,8.99,"2005-07-09 07:53:22","2005-07-09 07:53:22","2005-07-16 04:50:22",659,"PARK CITIZEN",3,4.99,Action
8093,298,"ERIKA PENA",1,7.99,"2005-07-28 10:13:15","2005-07-28 10:13:15","2005-08-03 12:58:15",659,"PARK CITIZEN",3,4.99,Action
9830,363,"ROY WHITING",2,9.99,"2005-08-20 09:32:56","2005-08-20 09:32:56","2005-08-28 05:22:56",659,"PARK CITIZEN",3,4.99,Action
11569,428,"HERBERT KRUGER",2,2.99,"2005-07-28 20:57:06","2005-07-28 20:57:06","2005-08-02 18:40:06",664,"PATRIOT ROMAN",6,2.99,Action
13161,487,"HECTOR POINDEXTER",2,5.99,"2005-08-17 15:08:43","2005-08-17 15:08:43","2005-08-26 14:56:43",664,"PATRIOT ROMAN",6,2.99,Action
2085,77,"JANE BENNETT",2,2.99,"2005-05-26 23:52:13","2005-05-26 23:52:13","2005-05-30 18:55:13",664,"PATRIOT ROMAN",6,2.99,Action
3475,129,"CARRIE PORTER",1,3.99,"2005-06-21 01:43:26","2005-06-21 01:43:26","2005-06-28 23:50:26",664,"PATRIOT ROMAN",6,2.99,Action
185,7,"MARIA MILLER",1,2.99,"2005-07-07 13:22:20","2005-07-07 13:22:20","2005-07-10 07:44:20",664,"PATRIOT ROMAN",6,2.99,Action
15170,566,"CASEY MENA",1,2.99,"2005-07-29 01:03:20","2005-07-29 01:03:20","2005-08-04 21:54:20",664,"PATRIOT ROMAN",6,2.99,Action
3915,144,"CLARA SHAW",1,3.99,"2005-08-19 02:22:16","2005-08-19 02:22:16","2005-08-26 07:25:16",664,"PATRIOT ROMAN",6,2.99,Action
9589,355,"TERRY GRISSOM",2,2.99,"2005-06-16 06:52:05","2005-06-16 06:52:05","2005-06-19 01:51:05",664,"PATRIOT ROMAN",6,2.99,Action
13970,519,"RON DELUCA",2,2.99,"2005-07-08 15:41:39","2005-07-08 15:41:39","2005-07-13 18:16:39",664,"PATRIOT ROMAN",6,2.99,Action
3400,126,"ELLEN SIMPSON",1,2.99,"2005-07-28 18:27:29","2005-07-28 18:27:29","2005-08-01 19:45:29",664,"PATRIOT ROMAN",6,2.99,Action
11119,410,"CURTIS IRBY",2,2.99,"2005-08-22 16:40:21","2005-08-22 16:40:21","2005-08-28 13:33:21",664,"PATRIOT ROMAN",6,2.99,Action
13997,520,"MITCHELL WESTMORELAND",2,3.99,"2005-07-10 17:45:13","2005-07-10 17:45:13","2005-07-17 21:37:13",664,"PATRIOT ROMAN",6,2.99,Action
10513,388,"CRAIG MORRELL",2,2.99,"2005-07-30 18:50:53","2005-07-30 18:50:53","2005-08-05 17:56:53",664,"PATRIOT ROMAN",6,2.99,Action
2164,79,"RACHEL BARNES",1,2.99,"2005-08-19 08:22:45","2005-08-19 08:22:45","2005-08-21 09:31:45",664,"PATRIOT ROMAN",6,2.99,Action
13562,503,"ANGEL BARCLAY",1,2.99,"2005-08-02 07:24:23","2005-08-02 07:24:23","2005-08-08 04:55:23",664,"PATRIOT ROMAN",6,2.99,Action
11910,441,"MARIO CHEATHAM",1,4.99,"2005-08-20 10:45:10","2005-08-20 10:45:10","2005-08-28 08:46:10",664,"PATRIOT ROMAN",6,2.99,Action
9402,348,"ROGER QUINTANILLA",2,0.99,"2005-06-18 23:01:36","2005-06-18 23:01:36","2005-06-20 21:50:36",697,"PRIMARY GLASS",7,0.99,Action
6225,231,"GEORGIA JACOBS",1,0.99,"2005-07-07 15:45:58","2005-07-07 15:45:58","2005-07-09 11:11:58",697,"PRIMARY GLASS",7,0.99,Action
11363,420,"JACOB LANCE",1,0.99,"2005-07-29 08:53:09","2005-07-29 08:53:09","2005-07-30 11:25:09",697,"PRIMARY GLASS",7,0.99,Action
3409,126,"ELLEN SIMPSON",1,0.99,"2005-08-19 13:56:58","2005-08-19 13:56:58","2005-08-23 13:13:58",697,"PRIMARY GLASS",7,0.99,Action
4119,151,"MEGAN PALMER",2,0.99,"2005-07-12 19:38:57","2005-07-12 19:38:57","2005-07-16 16:28:57",697,"PRIMARY GLASS",7,0.99,Action
10461,386,"TODD TAN",1,0.99,"2005-07-31 03:42:51","2005-07-31 03:42:51","2005-08-01 08:39:51",697,"PRIMARY GLASS",7,0.99,Action
1419,51,"ALICE STEWART",1,0.99,"2005-08-20 15:06:26","2005-08-20 15:06:26","2005-08-22 19:08:26",697,"PRIMARY GLASS",7,0.99,Action
12361,458,"LLOYD DOWD",1,2.99,"2005-07-09 20:23:52","2005-07-09 20:23:52","2005-07-18 18:40:52",697,"PRIMARY GLASS",7,0.99,Action
14193,527,"CORY MEEHAN",1,0.99,"2005-07-31 09:19:46","2005-07-31 09:19:46","2005-08-06 08:07:46",697,"PRIMARY GLASS",7,0.99,Action
6023,222,"DELORES HANSEN",2,2.99,"2005-08-21 08:58:38","2005-08-21 08:58:38","2005-08-30 03:29:38",697,"PRIMARY GLASS",7,0.99,Action
8063,297,"SHERRI RHODES",1,0.99,"2005-07-28 12:27:27","2005-07-28 12:27:27","2005-07-29 10:34:27",697,"PRIMARY GLASS",7,0.99,Action
4154,152,"ALICIA MILLS",1,0.99,"2005-08-21 03:01:01","2005-08-21 03:01:01","2005-08-22 02:40:01",697,"PRIMARY GLASS",7,0.99,Action
7021,260,"CHRISTY VARGAS",1,0.99,"2005-06-20 23:52:30","2005-06-20 23:52:30","2005-06-22 21:21:30",697,"PRIMARY GLASS",7,0.99,Action
10179,376,"RANDY GAITHER",1,0.99,"2005-07-07 09:19:28","2005-07-07 09:19:28","2005-07-10 06:47:28",697,"PRIMARY GLASS",7,0.99,Action
6337,235,"JACKIE LYNCH",1,0.99,"2005-07-31 22:31:43","2005-07-31 22:31:43","2005-08-07 02:43:43",697,"PRIMARY GLASS",7,0.99,Action
2545,93,"PHYLLIS FOSTER",1,2.99,"2005-08-20 04:09:50","2005-08-20 04:09:50","2005-08-29 05:20:50",697,"PRIMARY GLASS",7,0.99,Action
12692,470,"GORDON ALLARD",1,0.99,"2005-06-15 08:27:30","2005-06-15 08:27:30","2005-06-16 09:46:30",697,"PRIMARY GLASS",7,0.99,Action
2914,108,"TRACY COLE",1,0.99,"2005-07-08 14:20:01","2005-07-08 14:20:01","2005-07-11 11:50:01",697,"PRIMARY GLASS",7,0.99,Action
1132,41,"STEPHANIE MITCHELL",1,1.99,"2005-07-27 20:57:07","2005-07-27 20:57:07","2005-08-04 15:08:07",697,"PRIMARY GLASS",7,0.99,Action
10667,393,"PHILIP CAUSEY",1,1.99,"2005-08-20 12:15:41","2005-08-20 12:15:41","2005-08-28 16:28:41",697,"PRIMARY GLASS",7,0.99,Action
9406,348,"ROGER QUINTANILLA",2,0.99,"2005-07-08 08:39:39","2005-07-08 08:39:39","2005-07-15 10:23:39",697,"PRIMARY GLASS",7,0.99,Action
3517,130,"CHARLOTTE HUNTER",1,0.99,"2005-07-30 22:19:16","2005-07-30 22:19:16","2005-08-04 19:26:16",697,"PRIMARY GLASS",7,0.99,Action
13323,494,"RAMON CHOATE",2,0.99,"2005-08-19 10:47:58","2005-08-19 10:47:58","2005-08-21 06:20:58",697,"PRIMARY GLASS",7,0.99,Action
12339,457,"BILL GAVIN",2,2.99,"2005-06-20 22:57:44","2005-06-20 22:57:44","2005-06-29 20:57:44",697,"PRIMARY GLASS",7,0.99,Action
4524,167,"SALLY PIERCE",2,0.99,"2005-07-09 07:35:03","2005-07-09 07:35:03","2005-07-10 06:05:03",697,"PRIMARY GLASS",7,0.99,Action
319,12,"NANCY THOMAS",1,0.99,"2005-07-30 04:34:51","2005-07-30 04:34:51","2005-08-06 00:45:51",697,"PRIMARY GLASS",7,0.99,Action
2295,84,"SARA PERRY",2,0.99,"2005-08-17 15:29:12","2005-08-17 15:29:12","2005-08-24 17:41:12",697,"PRIMARY GLASS",7,0.99,Action
2447,90,"RUBY WASHINGTON",2,3.99,"2005-07-10 02:42:58","2005-07-10 02:42:58","2005-07-16 02:27:58",707,"QUEST MUSSOLINI",5,2.99,Action
13313,494,"RAMON CHOATE",2,2.99,"2005-07-30 00:49:17","2005-07-30 00:49:17","2005-07-31 01:56:17",707,"QUEST MUSSOLINI",5,2.99,Action
3088,114,"GRACE ELLIS",2,3.99,"2005-08-23 08:19:55","2005-08-23 08:19:55","2005-08-29 02:32:55",707,"QUEST MUSSOLINI",5,2.99,Action
2990,111,"CARMEN OWENS",1,4.99,"2005-08-02 03:28:21","2005-08-02 03:28:21","2005-08-09 01:41:21",707,"QUEST MUSSOLINI",5,2.99,Action
14178,526,"KARL SEAL",2,2.99,"2005-08-22 15:14:20","2005-08-22 15:14:20","2005-08-25 20:12:20",707,"QUEST MUSSOLINI",5,2.99,Action
12093,448,"MIGUEL BETANCOURT",1,6.99,"2005-07-06 23:36:56","2005-07-06 23:36:56","2005-07-15 03:13:56",707,"QUEST MUSSOLINI",5,2.99,Action
648,24,"KIMBERLY LEE",2,2.99,"2005-08-02 12:09:45","2005-08-02 12:09:45","2005-08-07 08:52:45",707,"QUEST MUSSOLINI",5,2.99,Action
11690,433,"DON BONE",1,5.99,"2005-08-23 02:40:04","2005-08-23 02:40:04","2005-08-31 00:36:04",707,"QUEST MUSSOLINI",5,2.99,Action
3036,113,"CINDY FISHER",2,6.99,"2005-06-20 21:21:15","2005-06-20 21:21:15","2005-06-29 18:42:15",707,"QUEST MUSSOLINI",5,2.99,Action
3533,131,"MONICA HICKS",2,2.99,"2005-07-06 00:48:55","2005-07-06 00:48:55","2005-07-09 00:15:55",707,"QUEST MUSSOLINI",5,2.99,Action
5680,209,"TONYA CHAPMAN",2,2.99,"2005-08-01 12:56:19","2005-08-01 12:56:19","2005-08-03 09:44:19",707,"QUEST MUSSOLINI",5,2.99,Action
1842,67,"KELLY TORRES",1,2.99,"2005-08-20 14:19:03","2005-08-20 14:19:03","2005-08-22 16:25:03",707,"QUEST MUSSOLINI",5,2.99,Action
520,20,"SHARON ROBINSON",2,4.99,"2005-06-21 11:21:38","2005-06-21 11:21:38","2005-06-28 15:37:38",707,"QUEST MUSSOLINI",5,2.99,Action
10603,391,"CLARENCE GAMEZ",1,3.99,"2005-07-11 17:55:38","2005-07-11 17:55:38","2005-07-17 22:11:38",707,"QUEST MUSSOLINI",5,2.99,Action
15446,576,"MORRIS MCCARTER",2,2.99,"2005-07-31 17:41:05","2005-07-31 17:41:05","2005-08-02 20:51:05",707,"QUEST MUSSOLINI",5,2.99,Action
4793,176,"JUNE CARROLL",1,2.99,"2005-08-18 21:21:44","2005-08-18 21:21:44","2005-08-20 01:01:44",707,"QUEST MUSSOLINI",5,2.99,Action
13120,486,"GLEN TALBERT",1,2.99,"2005-06-19 19:04:32","2005-06-19 19:04:32","2005-06-20 22:43:32",707,"QUEST MUSSOLINI",5,2.99,Action
7634,282,"JENNY CASTRO",2,2.99,"2005-07-07 19:30:20","2005-07-07 19:30:20","2005-07-09 13:34:20",707,"QUEST MUSSOLINI",5,2.99,Action
9419,348,"ROGER QUINTANILLA",2,2.99,"2005-08-01 20:43:02","2005-08-01 20:43:02","2005-08-05 02:32:02",707,"QUEST MUSSOLINI",5,2.99,Action
5898,217,"AGNES BISHOP",2,2.99,"2005-08-17 04:59:26","2005-08-17 04:59:26","2005-08-20 04:02:26",707,"QUEST MUSSOLINI",5,2.99,Action
3695,137,"RHONDA KENNEDY",2,0.99,"2005-07-11 12:16:42","2005-07-11 12:16:42","2005-07-17 09:27:42",717,"REAR TRADING",6,0.99,Action
8402,309,"CHRISTOPHER GRECO",1,0.99,"2005-07-31 15:50:10","2005-07-31 15:50:10","2005-08-01 17:53:10",717,"REAR TRADING",6,0.99,Action
1960,72,"THERESA WATSON",2,2.99,"2005-08-17 19:50:33","2005-08-17 19:50:33","2005-08-25 17:54:33",717,"REAR TRADING",6,0.99,Action
9486,351,"JACK FOUST",1,1.99,"2005-05-31 19:20:14","2005-05-31 19:20:14","2005-06-07 16:10:14",717,"REAR TRADING",6,0.99,Action
12199,452,"TOM MILNER",1,0.99,"2005-06-18 05:57:47","2005-06-18 05:57:47","2005-06-20 06:13:47",717,"REAR TRADING",6,0.99,Action
1774,65,"ROSE HOWARD",2,3.99,"2005-07-10 11:39:15","2005-07-10 11:39:15","2005-07-19 09:52:15",717,"REAR TRADING",6,0.99,Action
15630,583,"MARSHALL THORN",1,1.99,"2005-07-31 11:17:22","2005-07-31 11:17:22","2005-08-07 15:54:22",717,"REAR TRADING",6,0.99,Action
3676,136,"ANITA MORALES",2,0.99,"2005-08-18 14:10:09","2005-08-18 14:10:09","2005-08-19 19:44:09",717,"REAR TRADING",6,0.99,Action
13513,502,"BRETT CORNWELL",1,2.99,"2005-05-30 08:06:59","2005-05-30 08:06:59","2005-06-07 08:23:59",717,"REAR TRADING",6,0.99,Action
4803,177,"SAMANTHA DUNCAN",2,0.99,"2005-06-16 16:07:27","2005-06-16 16:07:27","2005-06-20 15:22:27",717,"REAR TRADING",6,0.99,Action
1576,57,"EVELYN MORGAN",2,2.99,"2005-07-10 23:12:08","2005-07-10 23:12:08","2005-07-18 19:06:08",717,"REAR TRADING",6,0.99,Action
11760,436,"TROY QUIGLEY",1,0.99,"2005-08-02 10:05:30","2005-08-02 10:05:30","2005-08-07 08:30:30",717,"REAR TRADING",6,0.99,Action
4209,154,"MICHELE GRANT",2,0.99,"2005-08-22 21:15:46","2005-08-22 21:15:46","2005-08-23 17:38:46",717,"REAR TRADING",6,0.99,Action
3471,129,"CARRIE PORTER",1,3.99,"2005-06-19 15:02:39","2005-06-19 15:02:39","2005-06-28 17:49:39",717,"REAR TRADING",6,0.99,Action
10700,395,"JOHNNY TURPIN",2,0.99,"2005-07-06 09:29:22","2005-07-06 09:29:22","2005-07-12 08:19:22",717,"REAR TRADING",6,0.99,Action
74,3,"LINDA WILLIAMS",1,2.99,"2005-07-29 11:07:04","2005-07-29 11:07:04","2005-08-06 13:30:04",717,"REAR TRADING",6,0.99,Action
13185,488,"SHANE MILLARD",2,0.99,"2005-08-22 18:23:23","2005-08-22 18:23:23","2005-08-27 13:06:23",717,"REAR TRADING",6,0.99,Action
5700,210,"ELLA OLIVER",2,3.99,"2005-07-09 00:46:56","2005-07-09 00:46:56","2005-07-17 06:24:56",732,"RINGS HEARTBREAKERS",5,0.99,Action
8572,316,"STEVEN CURLEY",1,1.99,"2005-07-28 12:53:58","2005-07-28 12:53:58","2005-08-03 14:04:58",732,"RINGS HEARTBREAKERS",5,0.99,Action
2013,74,"DENISE KELLY",1,0.99,"2005-08-20 02:41:46","2005-08-20 02:41:46","2005-08-22 01:53:46",732,"RINGS HEARTBREAKERS",5,0.99,Action
3938,145,"LUCILLE HOLMES",1,0.99,"2005-07-31 02:52:59","2005-07-31 02:52:59","2005-08-05 23:35:59",732,"RINGS HEARTBREAKERS",5,0.99,Action
8242,303,"WILLIAM SATTERFIELD",2,3.99,"2005-08-23 02:55:42","2005-08-23 02:55:42","2005-08-31 03:14:42",732,"RINGS HEARTBREAKERS",5,0.99,Action
60,3,"LINDA WILLIAMS",1,1.99,"2005-05-27 17:17:09","2005-05-27 17:17:09","2005-06-02 11:20:09",732,"RINGS HEARTBREAKERS",5,0.99,Action
14376,534,"CHRISTIAN JUNG",1,0.99,"2005-06-18 18:13:32","2005-06-18 18:13:32","2005-06-21 13:33:32",732,"RINGS HEARTBREAKERS",5,0.99,Action
8833,327,"LARRY THRASHER",2,4.99,"2005-07-07 23:08:22","2005-07-07 23:08:22","2005-07-16 03:49:22",732,"RINGS HEARTBREAKERS",5,0.99,Action
14190,527,"CORY MEEHAN",1,1.99,"2005-07-27 00:39:54","2005-07-27 00:39:54","2005-08-02 19:49:54",732,"RINGS HEARTBREAKERS",5,0.99,Action
7326,270,"LEAH CURTIS",1,1.99,"2005-08-20 17:43:56","2005-08-20 17:43:56","2005-08-26 19:19:56",732,"RINGS HEARTBREAKERS",5,0.99,Action
603,23,"SARAH LEWIS",2,0.99,"2005-05-31 12:03:44","2005-05-31 12:03:44","2005-06-02 15:54:44",732,"RINGS HEARTBREAKERS",5,0.99,Action
13891,516,"ELMER NOE",2,1.99,"2005-06-15 01:59:51","2005-06-15 01:59:51","2005-06-21 21:33:51",732,"RINGS HEARTBREAKERS",5,0.99,Action
13764,511,"CHESTER BENNER",1,0.99,"2005-07-06 16:57:49","2005-07-06 16:57:49","2005-07-11 17:11:49",732,"RINGS HEARTBREAKERS",5,0.99,Action
5790,213,"GINA WILLIAMSON",1,2.99,"2005-07-29 07:36:13","2005-07-29 07:36:13","2005-08-05 04:55:13",732,"RINGS HEARTBREAKERS",5,0.99,Action
1115,40,"AMANDA CARTER",2,3.99,"2005-08-17 17:11:05","2005-08-17 17:11:05","2005-08-25 21:16:05",732,"RINGS HEARTBREAKERS",5,0.99,Action
15138,565,"JAIME NETTLES",2,0.99,"2005-07-12 12:45:21","2005-07-12 12:45:21","2005-07-15 12:59:21",748,"RUGRATS SHAKESPEARE",4,0.99,Action
